Serial Number;List Year;Date Recorded;Town;Address;Assessed Value;Property Type;Residential Type;area_m2;meses_en_venta;nro_habitaciones;nro_pisos;Sale Amount
1361;2013;1/07/2014;Portland;60 FRANKLIN STREET;377400;Single Family;Single Family;222m2;7;6;3;377400
1362;2013;01/15/2014;Portland;39 GREENFIELD DRIVE;412800;Single Family;Single Family;258m2;3;7;3;412800
1363;2013;01/15/2014;Portland;176 FRANKLIN STREET;456000;Single Family;Single Family;285m2;6;7;3;456000
1364;2013;01/15/2014;Portland;4 REMER STREET;432000;Single Family;Single Family;270m2;2;7;3;432000
1365;2013;01/15/2014;Portland;206 PRINDLE AVENUE;443200;Single Family;Single Family;277m2;6;7;3;443200
1366;2013;01/22/2014;Portland;38 JOHNSON STREET;295800;Single Family;Single Family;174m2;1;5;2;295800
1367;2013;01/23/2014;Portland;27 SCOTLAND STREET;329800;Single Family;Single Family;194m2;3;5;2;329800
1368;2013;01/28/2014;Portland;10 CATALINA DRIVE;435200;Single Family;Single Family;272m2;4;7;3;435200
1369;2013;01/29/2014;Portland;74 JACKSON STREET;345100;Two Family;Two Family;203m2;8;6;3;345100
1370;2013;01/30/2014;Portland;48 SCOTLAND STREET;362100;Single Family;Single Family;213m2;1;6;3;362100
1371;2013;2/11/2014;Portland;8. 9. 10. 11. 21 NOLAN MANOR C;196200;Condo;Condo;109m2;2;4;2;196200
1372;2013;02/18/2014;Portland;143 DIVISION STREET;553500;Two Family;Two Family;369m2;3;7;4;553500
1373;2013;02/19/2014;Portland;12 RESERVOIR DRIVE;414400;Single Family;Single Family;259m2;1;7;3;414400
1374;2013;02/20/2014;Portland;24 CASTLE LANE;221400;Single Family;Single Family;123m2;3;4;2;221400
1375;2013;02/21/2014;Portland;10 CHESTER STREET;385600;Single Family;Single Family;241m2;3;6;3;385600
1379;2013;02/25/2014;Portland;9 DOYLE DRIVE;478400;Single Family;Single Family;299m2;4;7;3;478400
1380;2013;02/27/2014;Portland;76 JEWETT STREET;562500;Two Family;Two Family;375m2;4;7;4;562500
1381;2013;02/27/2014;Portland;76 JEWETT STREET;334900;Two Family;Two Family;197m2;17;5;2;334900
1382;2013;02/27/2014;Portland;76 JEWETT STREET;323000;Two Family;Two Family;190m2;4;5;2;323000
1383;2013;02/28/2014;Portland;61 COTTAGE AVENUE;360400;Three Family;Three Family;212m2;5;6;3;360400
1384;2013;02/28/2014;Portland;9 LIBERTY PINES;255600;Condo;Condo;142m2;5;4;2;255600
1385;2013;3/03/2014;Portland;235 BEAVER STREET;570000;Two Family;Two Family;380m2;1;7;4;570000
1386;2013;3/04/2014;Portland;156 NORTH STATE STREET;312800;Single Family;Single Family;184m2;3;5;2;312800
1387;2013;3/05/2014;Portland;9 AVON STREET;411200;Single Family;Single Family;257m2;4;7;3;411200
1388;2013;3/07/2014;Portland;4 COOK STREET;481600;Two Family;Two Family;301m2;5;7;4;481600
1389;2013;3/12/2014;Portland;160 SUNSET DRIVE;420800;Single Family;Single Family;263m2;4;7;3;420800
1390;2013;03/13/2014;Portland;2B PARTRIDGE ROAD;422400;Single Family;Single Family;264m2;5;7;3;422400
1391;2013;03/14/2014;Portland;34 FINNEY STREET;388800;Single Family;Single Family;243m2;9;6;3;388800
1392;2013;03/17/2014;Portland;22 DWIGHT STREET;403200;Two Family;Two Family;252m2;17;7;3;403200
1393;2013;03/19/2014;Portland;21. 25. AND 27 BEAVER STREET;513000;Two Family;Two Family;342m2;5;7;4;513000
1394;2013;03/20/2014;Portland;42 BASSETT STREET;400000;Two Family;Two Family;250m2;2;7;3;400000
1395;2013;03/31/2014;Portland;26 HIGH ACRES ROAD;225000;Single Family;Single Family;125m2;8;4;2;225000
1396;2013;4/01/2014;Portland;83 MYRTLE AVENUE;338300;Two Family;Two Family;199m2;9;5;2;338300
1397;2013;4/02/2014;Portland;18 CLARKSON STREET;541500;Two Family;Two Family;361m2;4;7;4;541500
1398;2013;4/03/2014;Portland;97 ROCKWOOD AVENUE;273600;Single Family;Single Family;152m2;2;5;2;273600
1399;2013;4/03/2014;Portland;25 MYRTLE AVENUE;420800;Single Family;Single Family;263m2;7;7;3;420800
1401;2014;10/03/2014;Rocky Hill;102 + 104 W MAIN ST;448000;Two Family;Two Family;280m2;6;7;3;448000
1402;2014;10/06/2014;Rocky Hill;8 LAKE VIEW AVE;449600;Single Family;Single Family;281m2;3;7;3;449600
1404;2014;10/22/2014;Rocky Hill;14 HAZEN ST;244800;Single Family;Single Family;136m2;9;4;2;244800
1405;2014;10/20/2014;Rocky Hill;217 W MAIN ST;255600;Condo;Condo;142m2;2;4;2;255600
1406;2014;10/30/2014;Rocky Hill;104 OAKWOOD TRAIL;274900;Condo;Condo;103m2;4;4;2;274900
1407;2014;10/30/2014;Rocky Hill;6 HIGH FIELD LANE;571500;Single Family;Single Family;265m2;6;7;3;571500
1408;2014;11/10/2014;Rocky Hill;293 WEST MAIN ST;234000;Single Family;Single Family;130m2;8;4;2;234000
1409;2014;11/10/2014;Rocky Hill;66 CEDAR LAKE RD;307700;Single Family;Single Family;181m2;3;5;2;307700
1410;2014;11/17/2014;Rocky Hill;52 MAPLE ST;435200;Single Family;Single Family;272m2;4;7;3;435200
1411;2014;11/19/2014;Rocky Hill;18 BOKUM RD;406400;Single Family;Single Family;254m2;2;7;3;406400
1413;2014;11/24/2014;Rocky Hill;129 GOOSE HILL RD;425000;Single Family;Single Family;176m2;12;5;2;425000
1414;2014;11/24/2014;Rocky Hill;162 WEST MAIN ST;562500;Single Family;Single Family;163m2;2;5;2;562500
1415;2014;12/01/2014;Rocky Hill;192 WEST MAIN ST.;392700;Single Family;Single Family;231m2;5;6;3;392700
1416;2014;12/10/2014;Rocky Hill;52 BOKUM RD.;225000;Single Family;Single Family;125m2;7;4;2;225000
1417;2014;12/22/2014;Rocky Hill;22 STORY HILL RD.;430400;Single Family;Single Family;269m2;5;7;3;430400
1419;2014;12/26/2014;Rocky Hill;256 MIDDLESEX AVE.;235800;Single Family;Single Family;131m2;5;4;2;235800
1420;2014;01/16/2015;Rocky Hill;250 WEST MAIN ST.;277200;Single Family;Single Family;154m2;5;5;2;277200
1421;2014;01/16/2015;Rocky Hill;72 TURKEY HILL RD.;408000;Single Family;Single Family;255m2;5;7;3;408000
1422;2014;1/07/2015;Rocky Hill;285 MIDDLESEX AVE.;454400;Single Family;Single Family;284m2;3;7;3;454400
1423;2014;01/29/2015;Rocky Hill;67-1 WIG HILL ROAD;267600;Single Family;Single Family;144m2;1;4;2;259200
1424;2014;01/20/2015;Rocky Hill;32 GILBERT HILL ROAD;621000;Single Family;Single Family;182m2;3;5;2;621000
1425;2014;2/03/2015;Rocky Hill;5 PATTACONK DR;478030;Single Family;Single Family;131m2;4;4;2;235800
1426;2014;2/03/2015;Rocky Hill;10 SCHOOL LANE;392700;Single Family;Single Family;231m2;6;6;3;392700
1427;2014;02/23/2015;Rocky Hill;32 STRAITS RD;273600;Single Family;Single Family;152m2;5;5;2;273600
1428;2014;3/10/2015;Rocky Hill;53 GOOSE HILL ROAD;225000;Single Family;Single Family;125m2;4;4;2;225000
1429;2014;03/17/2015;Rocky Hill;121 MIDDLESEX AVE.;475000;Single Family;Single Family;279m2;9;7;3;475000
1430;2014;03/31/2015;Rocky Hill;110 WEST MAIN ST.;300000;Single Family;Single Family;169m2;1;5;2;300000
1432;2014;04/13/2015;Rocky Hill;40 PLEASANT STREET;278800;Single Family;Single Family;164m2;1;5;2;278800
1433;2014;04/14/2015;Rocky Hill;103 OAKWOOD TRAIL;208140;Condo;Condo;105m2;5;4;2;189000
1434;2014;04/15/2015;Rocky Hill;16 BOKUM ROAD;444800;Single Family;Single Family;278m2;3;7;3;444800
1435;2014;04/16/2015;Rocky Hill;23 BAKER ROAD;412800;Single Family;Single Family;258m2;9;7;3;412800
1437;2014;5/05/2015;Rocky Hill;82 GOOSE HILL RD;550000;Single Family;Single Family;221m2;5;6;3;550000
1438;2014;05/18/2015;Rocky Hill;26 LIBEERTY ST.;266000;Single Family;Single Family;139m2;5;4;2;266000
1439;2014;05/18/2015;Rocky Hill;49 WIG HILL RD.;284430;Single Family;Single Family;157m2;1;5;2;282600
1440;2014;05/21/2015;Rocky Hill;27 BISHOP ROAD;599500;Single Family;Single Family;289m2;4;7;3;599500
1441;2014;05/28/2015;Rocky Hill;96 CEDAR LAKE ROAD;444800;Single Family;Single Family;278m2;6;7;3;444800
1442;2014;6/02/2015;Rocky Hill;38 HOOP POLE HILL ROAD;525000;Single Family;Single Family;226m2;3;6;3;525000
1444;2014;6/05/2015;Rocky Hill;107 CEDAR LAKE ROAD;246600;Single Family;Single Family;137m2;8;4;2;246600
1445;2014;6/12/2015;Rocky Hill;15 DEEP HOLLOW ROAD;470400;Single Family;Single Family;294m2;2;7;3;470400
1446;2014;6/12/2015;Rocky Hill;65 WEST MAIN ST;390000;Single Family;Single Family;189m2;7;5;2;390000
1447;2014;06/17/2015;Rocky Hill;95 GOOSE HILL RD;590000;Single Family;Single Family;270m2;2;7;3;590000
1448;2014;06/22/2015;Rocky Hill;5-7 WIG HILL RD;550500;Two Family;Two Family;367m2;2;7;4;550500
1449;2014;06/26/2015;Rocky Hill;7 PINE KNOLL DR;417500;Single Family;Single Family;252m2;7;7;3;417500
1450;2014;06/30/2015;Rocky Hill;8 KINGS HIGHWAY;265510;Single Family;Single Family;145m2;2;4;2;261000
1451;2014;7/01/2015;Rocky Hill;6 OLD COUNT RD;585000;Single Family;Single Family;160m2;5;5;2;585000
1452;2014;7/02/2015;Rocky Hill;27 GROTE RD;403200;Single Family;Single Family;252m2;6;7;3;403200
1453;2014;7/07/2015;Rocky Hill;45 BOKUM ROAD;363800;Single Family;Single Family;214m2;1;6;3;363800
1454;2014;07/13/2015;Rocky Hill;76 TURKEY HILL RD;311000;Single Family;Single Family;173m2;1;5;2;311000
1455;2014;07/15/2015;Rocky Hill;20 EAST KINGS HWY;343330;Single Family;Single Family;142m2;9;4;2;255600
1456;2014;07/21/2015;Rocky Hill;3 HICKORY HILL ROAD;345100;Single Family;Single Family;203m2;1;6;3;345100
1457;2014;07/30/2015;Rocky Hill;41 BOKUM ROAD;345000;Single Family;Single Family;162m2;1;5;2;345000
1459;2014;8/06/2015;Rocky Hill;12 PROSPECT ST;404800;Single Family;Single Family;253m2;1;7;3;404800
1460;2014;8/11/2015;Rocky Hill;9 PINE KNOLL DR;454400;Single Family;Single Family;284m2;4;7;3;454400
1462;2014;09/22/2015;Rocky Hill;32 GOOSE HILL RD;460800;Single Family;Single Family;288m2;3;7;3;460800
1463;2014;09/28/2015;Rocky Hill;8 PRATT ST;406300;Single Family;Single Family;239m2;3;6;3;406300
1464;2014;09/28/2015;Rocky Hill;22 EAST LIBERTY ST;420800;Single Family;Single Family;263m2;1;7;3;420800
1465;2014;09/29/2015;Rocky Hill;27 FERRY ROAD;321300;Single Family;Single Family;189m2;4;5;2;321300
1501;2015;10/01/2015;Rocky Hill;101 OAKWOOD TRAIL;268200;Condo;Condo;149m2;9;4;2;268200
1502;2015;10/02/2015;Rocky Hill;84 WINTHROP ROAD;275000;Single Family;Single Family;136m2;2;4;2;275000
1504;2015;10/19/2015;Rocky Hill;183 MIDDLESEX AVE;348500;Single Family;Single Family;205m2;2;6;3;348500
1505;2015;10/27/2015;Rocky Hill;4 TURKEY HILL RD;285000;Single Family;Single Family;143m2;4;4;2;285000
1506;2015;10/30/2015;Rocky Hill;20 SPRING ST;404800;Single Family;Single Family;253m2;8;7;3;404800
1507;2015;11/02/2015;Rocky Hill;25 HIGH ST;451200;Single Family;Single Family;282m2;4;7;3;451200
1508;2015;11/02/2015;Rocky Hill;9 CEDAR ST;282600;Single Family;Single Family;157m2;10;5;2;282600
1509;2015;11/04/2015;Rocky Hill;45 KINGS HIGHWAY;326400;Single Family;Single Family;192m2;6;5;2;326400
1510;2015;11/06/2015;Rocky Hill;297 WEST MAIN ST;385900;Single Family;Single Family;227m2;2;6;3;385900
1511;2015;12/02/2015;Rocky Hill;72 WINTHROP RD;255600;Single Family;Single Family;142m2;2;4;2;255600
1512;2015;12/09/2015;Rocky Hill;6 WINTHROP RD;286200;Single Family;Single Family;159m2;3;5;2;286200
1514;2015;12/22/2015;Rocky Hill;43 WEST MAIN ST;448000;Single Family;Single Family;280m2;5;7;3;448000
1515;2015;12/22/2015;Rocky Hill;193 MIDDLESEX AVE;389000;Single Family;Single Family;225m2;4;6;3;389000
1516;2015;1/11/2016;Rocky Hill;67 GOOSE HILL RD;385600;Single Family;Single Family;241m2;4;6;3;385600
1517;2015;01/19/2016;Rocky Hill;32 WEST MAIN ST;235800;Single Family;Single Family;131m2;3;4;2;235800
1518;2015;01/22/2016;Rocky Hill;18 LAKE VIEW AVE;290700;Single Family;Single Family;171m2;4;5;2;290700
1520;2015;2/04/2016;Rocky Hill;28 OLD COUNTY RD;338300;Single Family;Single Family;199m2;5;5;2;338300
1521;2015;2/05/2016;Rocky Hill;55 BOKUM RD;221400;Single Family;Single Family;123m2;2;4;2;221400
1522;2015;2/09/2016;Rocky Hill;36 HOOP POLE HILL RD;479000;Single Family;Single Family;220m2;4;6;3;479000
1523;2015;2/10/2016;Rocky Hill;112-1 MAIN ST;451200;Single Family;Single Family;282m2;1;7;3;451200
1524;2015;2/11/2016;Rocky Hill;87 TURKEY HILL RD;363800;Single Family;Single Family;214m2;5;6;3;363800
1525;2015;02/18/2016;Rocky Hill;93 GOOSE HILL RD;425000;Single Family;Single Family;222m2;4;6;3;425000
1526;2015;02/25/2016;Rocky Hill;226 WEST MAIN ST;452000;Single Family;Single Family;238m2;3;6;3;452000
1527;2015;02/25/2016;Rocky Hill;195 MIDDLESEX AVE;343400;Single Family;Single Family;202m2;2;6;3;343400
1528;2015;02/25/2016;Rocky Hill;256 MIDDLESEX AVE;230400;Single Family;Single Family;128m2;1;4;2;230400
1529;2015;3/02/2016;Rocky Hill;40 RAILROAD AVE;427200;Single Family;Single Family;267m2;4;7;3;427200
1530;2015;03/21/2016;Rocky Hill;2 DOCK RD;345480;Single Family;Single Family;123m2;2;4;2;221400
1531;2015;03/30/2016;Rocky Hill;6 LAKE VIEW AVE;387200;Single Family;Single Family;242m2;9;6;3;387200
1532;2015;4/05/2016;Rocky Hill;3 RAILROAD AVE;478400;Single Family;Single Family;299m2;5;7;3;478400
1533;2015;04/25/2016;Rocky Hill;15 BUTTER JONES RD;433600;Single Family;Single Family;271m2;5;7;3;433600
1534;2015;04/25/2016;Rocky Hill;192-2 MIDDLESEX AVE;273600;Single Family;Single Family;152m2;3;5;2;273600
1535;2015;5/03/2016;Rocky Hill;3 STRAITS RD;475000;Single Family;Single Family;248m2;6;6;3;475000
1536;2015;5/11/2016;Rocky Hill;32 FERRY RD;392700;Single Family;Single Family;231m2;6;6;3;392700
1537;2015;5/12/2016;Rocky Hill;15 RIDGE RD;390400;Single Family;Single Family;244m2;4;6;3;390400
1538;2015;05/18/2016;Rocky Hill;34 BAKER RD;253800;Single Family;Single Family;141m2;5;4;2;253800
1539;2015;05/23/2016;Rocky Hill;67-69 MIDDLESEX AVE;591000;Two Family;Two Family;394m2;7;7;4;591000
1540;2015;6/09/2016;Rocky Hill;35 GOOSE HILL RD;299200;Single Family;Single Family;176m2;1;5;2;299200
1541;2015;06/13/2016;Rocky Hill;23 BATES RD;337650;Single Family;Single Family;126m2;3;4;2;226800
1542;2015;06/15/2016;Rocky Hill;28 HOOP POLE HILL RD;489900;Single Family;Single Family;179m2;2;5;2;489900
1543;2015;06/16/2016;Rocky Hill;159 WEST MAIN ST;428800;Single Family;Single Family;268m2;2;7;3;428800
1544;2015;06/17/2016;Rocky Hill;51 CASTLE VIEW DR;292400;Single Family;Single Family;172m2;6;5;2;292400
1545;2015;06/21/2016;Rocky Hill;17 BOKUM RD;253800;Single Family;Single Family;141m2;8;4;2;253800
1546;2015;06/27/2016;Rocky Hill;109 MAIN ST;365000;Single Family;Single Family;167m2;3;5;2;365000
1547;2015;06/29/2016;Rocky Hill;293 W MAIN ST;446400;Single Family;Single Family;279m2;15;7;3;446400
1548;2015;06/30/2016;Rocky Hill;183 MIDDLESEX AVE;409600;Single Family;Single Family;256m2;6;7;3;409600
1549;2015;06/30/2016;Rocky Hill;3 JAGGER LA;435200;Single Family;Single Family;272m2;1;7;3;435200
1550;2015;7/01/2016;Rocky Hill;7 CROSS RD;321300;Single Family;Single Family;189m2;7;5;2;321300
1551;2015;7/01/2016;Rocky Hill;23 GILBERT HILL RD;695000;Single Family;Single Family;181m2;3;5;2;695000
1553;2015;07/21/2016;Rocky Hill;5 PINE KNOLL DR;343400;Single Family;Single Family;202m2;3;6;3;343400
1554;2015;07/21/2016;Rocky Hill;27 STORY HILL RD;470400;Single Family;Single Family;294m2;2;7;3;470400
1555;2015;8/01/2016;Rocky Hill;23 NORTH MAIN ST;392750;Single Family;Single Family;182m2;4;5;2;392750
1556;2015;8/02/2016;Rocky Hill;99 CEDAR LAKE RD;324700;Single Family;Single Family;191m2;8;5;2;324700
1558;2015;08/17/2016;Rocky Hill;17 MAPLE ST;355000;Single Family;Single Family;178m2;8;5;2;355000
1559;2015;08/25/2016;Rocky Hill;275 MIDDLESEX AVE;370600;Single Family;Single Family;218m2;2;6;3;370600
1560;2015;08/25/2016;Rocky Hill;2 BUTTER JONES RD;273600;Single Family;Single Family;152m2;4;5;2;273600
1561;2015;08/31/2016;Rocky Hill;56 WIG HILL RD;250200;Single Family;Single Family;139m2;2;4;2;250200
1562;2015;9/07/2016;Rocky Hill;12 PRATT ST;253800;Single Family;Single Family;141m2;4;4;2;253800
1564;2015;09/19/2016;Rocky Hill;82 GOOSE HILL RD;560000;Single Family;Single Family;296m2;7;7;3;560000
1565;2015;09/21/2016;Rocky Hill;10 CEDAR ST;425600;Single Family;Single Family;266m2;2;7;3;425600
1567;2015;09/23/2016;Rocky Hill;48 CEDAR LAKE RD;297000;Single Family;Single Family;148m2;2;4;2;297000
1568;2015;09/23/2016;Rocky Hill;10 HAZEN ST;336600;Single Family;Single Family;198m2;7;5;2;336600
1600;2016;07/13/2017;Naugatuck;104 PLEASANT DR;424000;Single Family;Single Family;265m2;11;7;3;424000
1601;2016;10/11/2016;Lisbon;14 JEFFERSON CT;464000;Single Family;Single Family;290m2;2;7;3;464000
1602;2016;10/17/2016;Lisbon;33 MILL ST 2C;261000;Condo;Condo;145m2;6;4;2;261000
1603;2016;10/04/2016;Lisbon;84 CIDER BROOK DR;400000;Single Family;Single Family;250m2;11;7;3;400000
1604;2016;10/17/2016;Lisbon;55 MONTICELLO DR;498000;Single Family;Single Family;240m2;2;6;3;498000
1605;2016;10/14/2016;Lisbon;23 LINDBERGH DR;314500;Single Family;Single Family;185m2;6;5;2;314500
1606;2016;10/14/2016;Lisbon;15 LONGVUE DR;272000;Single Family;Single Family;160m2;3;5;2;272000
1607;2016;10/03/2016;Lisbon;46 ALBERT AVE;285600;Single Family;Single Family;168m2;3;5;2;285600
1608;2016;10/03/2016;Lisbon;62 BACK LN;473600;Single Family;Single Family;296m2;6;7;3;473600
1609;2016;9/05/2017;Wilton;46 MEEKS POINT RD;614000;Single Family;Single Family;299m2;3;7;3;614000
1609;2016;10/28/2016;Lisbon;101 SHARON LN;221400;Condo;Condo;123m2;3;4;2;221400
1610;2016;11/30/2016;Bozrah;73 JOHN WEIK RD;273600;Single Family;Single Family;152m2;3;5;2;273600
1611;2016;12/06/2016;Bozrah;52 BURGESS RD;698800;Single Family;Single Family;259m2;3;7;3;625000
1613;2016;12/13/2016;Bozrah;14 BANTAM LAKE HEIGHTS;436800;Single Family;Single Family;273m2;7;7;3;436800
1614;2016;12/14/2016;Bozrah;44 BRUNETTO GROVE;468800;Single Family;Single Family;293m2;2;7;3;468800
1615;2016;12/19/2016;Bozrah;90 STRAITS TPKE LANE;358700;Single Family;Single Family;211m2;5;6;3;358700
1616;2016;12/19/2016;Bozrah;175 BANTAM LAKE RD;328100;Single Family;Single Family;193m2;3;5;2;328100
1618;2016;01/25/2017;Bozrah;10 EVANS PASSWAY;3400000;Single Family;Single Family;283m2;3;7;3;3400000
1619;2016;02/22/2017;Bozrah;66 EAST ST;510000;Single Family;Single Family;201m2;6;6;3;510000
1620;2016;3/08/2017;Bozrah;20 BANTAM LAKE HEIGHTS;351900;Single Family;Single Family;207m2;3;6;3;351900
1621;2016;03/23/2017;Bozrah;229 EAST SHORE RD;338620;Single Family;Single Family;144m2;2;4;2;259200
1622;2016;5/01/2017;Bozrah;325 STODDARD RD;279000;Single Family;Single Family;155m2;4;5;2;279000
1623;2016;5/01/2017;Bozrah;243A ALAIN WHITE RD;295800;Single Family;Single Family;174m2;9;5;2;295800
1624;2016;5/03/2017;Bozrah;13 KENYON RD;295800;Single Family;Single Family;174m2;3;5;2;295800
1625;2016;5/09/2017;Bozrah;65 ISLAND TRAIL;227000;Single Family;Single Family;123m2;11;4;2;221400
1626;2016;05/24/2017;Bozrah;147 EAST SHORE RD;375000;Single Family;Single Family;186m2;6;5;2;375000
1627;2016;06/22/2017;Bozrah;34 PINE RD;345100;Single Family;Single Family;203m2;2;6;3;345100
1628;2016;06/28/2017;Bozrah;94 ALAIN WHITE RD;433600;Single Family;Single Family;271m2;1;7;3;433600
1630;2016;06/29/2017;Bozrah;136 TODD HILL RD;391000;Single Family;Single Family;230m2;4;6;3;391000
1631;2016;06/29/2017;Bozrah;69 KENYON RD;320000;Single Family;Single Family;180m2;5;5;2;320000
1632;2016;7/03/2017;Bozrah;60 MARSH POINT;295000;Single Family;Single Family;135m2;3;4;2;295000
1634;2016;07/19/2017;Bozrah;46 BRUNETTO GROVE;435000;Single Family;Single Family;175m2;2;5;2;435000
1635;2016;8/01/2017;Bozrah;378 & 382 BANTAM LAKE RD;415000;Single Family;Single Family;178m2;2;5;2;415000
1636;2016;8/01/2017;Bozrah;376 & 380 BANTAM LAKE RD;415000;Single Family;Single Family;246m2;3;6;3;415000
1637;2016;8/01/2017;Bozrah;94 SOUTH ST;393600;Single Family;Single Family;246m2;2;6;3;393600
1638;2016;08/31/2017;Bozrah;41 TROTTA LANE;390000;Single Family;Single Family;221m2;7;6;3;390000
1640;2016;9/11/2017;Bozrah;449 BANTAM LAKE RD;278800;Single Family;Single Family;164m2;3;5;2;278800
1641;2016;09/18/2017;Bozrah;6 BERTHIUME DR;273700;Single Family;Single Family;161m2;2;5;2;273700
1642;2016;09/18/2017;Bozrah;59 HICKORY HILL RD;365860;Single Family;Single Family;174m2;8;5;2;352000
1643;2016;9/01/2017;Bozrah;112 WEST ST;382500;Single Family;Single Family;225m2;2;6;3;382500
1676;2016;4/10/2017;Waterford;50 CAMP MOOWEEN RD;248400;Single Family;Single Family;138m2;9;4;2;248400
1701;2017;10/10/2017;Bozrah;7 & 21 BANTAM LAKE HEIGHTS;518890;Single Family;Single Family;142m2;2;4;2;255600
1702;2017;10/16/2017;Bozrah;72 SOUTH ST;270000;Single Family;Single Family;150m2;4;5;2;270000
1703;2017;10/25/2017;Bozrah;11 BRUNETTO GR;397800;Single Family;Single Family;234m2;4;6;3;397800
1704;2017;11/21/2017;Bozrah;36 TROTTA LN;333200;Single Family;Single Family;196m2;4;5;2;333200
1705;2017;12/01/2017;Bozrah;193 LOOKING GLASS HILL RD;330750;Single Family;Single Family;159m2;3;5;2;286200
1706;2017;12/13/2017;Bozrah;209 & 208 BANTAM LAKE RD;451000;Single Family;Single Family;243m2;2;6;3;451000
1707;2017;12/21/2017;Bozrah;58 PALMER RD;389220;Single Family;Single Family;146m2;5;4;2;262800
1708;2017;12/29/2017;Bozrah;300-9 BANTAM LAKE RD;280680;Condo;Condo;131m2;15;4;2;235800
